settlement_row_id,txn_id,settle_amount,settled_at
SR0000631,T0000631,739.82,2026-06-21
SR0000632,T0000632,46.15,2026-06-08
SR0000633,T0000633,108.12,2026-05-11
SR0000634,T0000634,265.74,2026-06-30
SR0000635,T0000635,2279.31,2026-05-26
SR0000636,T0000636,21.44,2026-04-04
SR0000637,T0000637,355.53,2026-05-22
SR0000638,T0000638,210.13,2026-04-16
SR0000639,T0000639,780.58,2026-06-27
SR0000640,T0000640,99.09,2026-05-07
SR0000641,T0000641,202.38,2026-04-05
SR0000642,T0000642,76.86,2026-05-09
SR0000643,T0000643,150.77,2026-05-31
SR0000644,T0000644,654.33,2026-06-13
SR0000645,T0000645,477.49,2026-06-21
SR0000646,T0000646,185.19,2026-05-24
SR0000647,T0000647,945.4,2026-05-03
SR0000648,T0000648,8143.17,2026-05-06
SR0000649,T0000649,89.15,2026-04-08
SR0000650,T0000650,564.72,2026-06-04
SR0000651,T0000651,290.62,2026-05-17
SR0000652,T0000652,1235.93,2026-05-01
SR0000653,T0000653,125.16,2026-05-03
SR0000654,T0000654,1104.65,2026-05-05
SR0000655,T0000655,233.58,2026-05-07
SR0000656,T0000656,195.91,2026-04-11
SR0000657,T0000657,338.96,2026-06-02
SR0000658,T0000658,337.8,2026-06-23
SR0000659,T0000659,76.59,2026-04-06
SR0000660,T0000660,283.02,2026-06-28
SR0000661,T0000661,1764.82,2026-04-03
SR0000662,T0000662,52.99,2026-07-01
SR0000663,T0000663,523.58,2026-04-22
SR0000664,T0000664,1127.79,2026-04-04
SR0000665,T0000665,259.79,2026-05-31
SR0000666,T0000666,195.17,2026-05-08
SR0000667,T0000667,274.5,2026-04-04
SR0000668,T0000668,73.58,2026-04-25
SR0000669,T0000669,202.82,2026-04-21
SR0000670,T0000670,2949.27,2026-05-04
SR0000671,T0000671,226.49,2026-06-01
SR0000672,T0000672,275.81,2026-06-11
SR0000673,T0000673,73.22,2026-06-24
SR0000674,T0000674,476.7,2026-05-02
SR0000675,T0000675,61.75,2026-06-08
SR0000676,T0000676,205.17,2026-05-03
SR0000677,T0000677,6.04,2026-04-27
SR0000678,T0000678,279.8,2026-04-11
SR0000679,T0000679,338.24,2026-04-17
SR0000680,T0000680,94.52,2026-05-31
SR0000681,T0000681,127.58,2026-06-27
SR0000682,T0000682,103.82,2026-05-06
SR0000683,T0000683,692.74,2026-04-27
SR0000684,T0000684,126.47,2026-05-27
SR0000685,T0000685,1863.12,2026-05-02
SR0000686,T0000686,1999.3,2026-06-16
SR0000687,T0000687,292.09,2026-06-16
SR0000688,T0000688,2343.01,2026-04-23
SR0000689,T0000689,2056.77,2026-06-18
SR0000690,T0000690,473.3,2026-05-21
SR0000691,T0000691,78.09,2026-06-08
SR0000692,T0000692,451.72,2026-05-26
SR0000693,T0000693,370.92,2026-06-26
SR0000694,T0000694,126.74,2026-05-21
SR0000695,T0000695,4520.19,2026-04-10
SR0000696,T0000696,666.08,2026-04-11
SR0000697,T0000697,51.01,2026-05-22
SR0000698,T0000698,479.84,2026-05-08
SR0000699,T0000699,292.66,2026-06-23
SR0000700,T0000700,503.54,2026-06-11
SR0000701,T0000701,215.06,2026-05-10
SR0000702,T0000702,46.59,2026-05-24
SR0000703,T0000703,1200.83,2026-06-04
SR0000704,T0000704,3370.32,2026-06-22
SR0000705,T0000705,151.86,2026-06-03
SR0000706,T0000706,223.83,2026-06-03
SR0000707,T0000707,1315.71,2026-06-14
SR0000708,T0000708,139.58,2026-06-01
SR0000709,T0000709,898.54,2026-05-21
SR0000710,T0000710,246.37,2026-06-19
SR0000711,T0000711,87.43,2026-06-28
SR0000712,T0000712,120.35,2026-04-14
SR0000713,T0000713,255.02,2026-05-12
SR0000714,T0000714,283.92,2026-05-06
SR0000715,T0000715,54.41,2026-06-11
SR0000716,T0000716,355.98,2026-06-30
SR0000717,T0000717,12.32,2026-04-17
SR0000718,T0000718,693.48,2026-06-22
SR0000719,T0000719,798.38,2026-04-19
SR0000720,T0000720,92.76,2026-04-05
SR0000721,T0000721,292.96,2026-06-24
SR0000722,T0000722,146.15,2026-06-23
SR0000723,T0000723,154.86,2026-07-01
SR0000724,T0000724,188.66,2026-05-01
SR0000725,T0000725,222.2,2026-06-09
SR0000726,T0000726,130.73,2026-04-24
SR0000727,T0000727,386.99,2026-05-16
SR0000728,T0000728,2240.21,2026-04-13
SR0000729,T0000729,518.2,2026-04-05
SR0000730,T0000730,207.29,2026-04-14
SR0000731,T0000731,1497.89,2026-06-02
SR0000732,T0000732,1350.53,2026-05-02
SR0000733,T0000733,929.43,2026-05-27
SR0000734,T0000734,484.24,2026-05-03
SR0000735,T0000735,492.36,2026-04-15
SR0000736,T0000736,687.09,2026-05-19
SR0000737,T0000737,1398.96,2026-04-27
SR0000738,T0000738,103.97,2026-06-26
SR0000739,T0000739,221.72,2026-04-27
SR0000740,T0000740,963.94,2026-05-08
SR0000741,T0000741,315.21,2026-04-23
SR0000742,T0000742,308.12,2026-05-28
SR0000743,T0000743,920.91,2026-04-16
SR0000744,T0000744,72.77,2026-05-18
SR0000745,T0000745,1020.86,2026-05-28
SR0000746,T0000746,75.68,2026-05-04
SR0000747,T0000747,162.56,2026-06-11
SR0000748,T0000748,30.14,2026-05-06
SR0000749,T0000749,142.33,2026-05-05
SR0000750,T0000750,602.01,2026-04-23
SR0000751,T0000751,353.92,2026-06-16
SR0000752,T0000752,192.43,2026-05-01
SR0000753,T0000753,499.04,2026-06-06
SR0000754,T0000754,508.0,2026-04-16
SR0000755,T0000755,60.31,2026-06-04
SR0000756,T0000756,1252.62,2026-04-04
SR0000757,T0000757,608.71,2026-06-19
SR0000758,T0000758,35.64,2026-05-28
SR0000759,T0000759,2617.97,2026-05-05
SR0000760,T0000760,183.3,2026-05-17
SR0000761,T0000761,61.31,2026-06-15
SR0000762,T0000762,45.27,2026-06-30
SR0000763,T0000763,30.17,2026-04-13
SR0000764,T0000764,137.82,2026-06-09
SR0000765,T0000765,95.27,2026-06-02
SR0000766,T0000766,56.41,2026-05-16
SR0000767,T0000767,173.52,2026-06-13
SR0000768,T0000768,2284.15,2026-05-29
SR0000769,T0000769,101.54,2026-04-24
SR0000770,T0000770,170.81,2026-05-23
SR0000771,T0000771,599.71,2026-04-05
SR0000772,T0000772,3377.62,2026-05-16
SR0000773,T0000773,351.24,2026-04-23
SR0000774,T0000774,512.86,2026-04-18
SR0000775,T0000775,880.64,2026-04-28
SR0000776,T0000776,534.24,2026-06-28
SR0000777,T0000777,26.44,2026-05-30
SR0000778,T0000778,92.34,2026-05-06
SR0000779,T0000779,725.64,2026-04-18
SR0000780,T0000780,127.47,2026-05-10
SR0000781,T0000781,43.7,2026-04-17
SR0000782,T0000782,184.85,2026-05-30
SR0000783,T0000783,584.56,2026-04-26
SR0000784,T0000784,551.65,2026-04-24
SR0000785,T0000785,288.95,2026-06-20
SR0000786,T0000786,20.4,2026-04-03
SR0000787,T0000787,360.36,2026-04-23
SR0000788,T0000788,44.14,2026-05-03
SR0000789,T0000789,588.97,2026-05-20
SR0000790,T0000790,454.89,2026-05-02
SR0000791,T0000791,125.73,2026-04-12
SR0000792,T0000792,41.05,2026-06-10
SR0000793,T0000793,1323.28,2026-04-04
SR0000794,T0000794,407.87,2026-04-14
SR0000795,T0000795,73.24,2026-06-07
SR0000796,T0000796,2132.88,2026-06-21
SR0000797,T0000797,287.52,2026-05-26
SR0000798,T0000798,109.35,2026-04-22
SR0000799,T0000799,1192.77,2026-04-29
SR0000800,T0000800,826.91,2026-04-12
SR0000801,T0000801,616.25,2026-05-08
SR0000802,T0000802,382.53,2026-04-28
SR0000803,T0000803,56.52,2026-04-10
SR0000804,T0000804,60.72,2026-06-03
SR0000805,T0000805,154.14,2026-05-07
SR0000806,T0000806,16.86,2026-05-15
SR0000807,T0000807,402.19,2026-04-28
SR0000808,T0000808,241.43,2026-04-15
SR0000809,T0000809,290.12,2026-06-17
SR0000810,T0000810,2417.7,2026-06-25
SR0000811,T0000811,54.43,2026-06-13
SR0000812,T0000812,326.97,2026-06-09
SR0000813,T0000813,55.0,2026-06-22
SR0000814,T0000814,1608.37,2026-06-12
SR0000815,T0000815,64.03,2026-04-03
SR0000816,T0000816,3828.65,2026-05-05
SR0000817,T0000817,70.01,2026-05-21
SR0000818,T0000818,417.58,2026-06-22
SR0000819,T0000819,552.41,2026-05-05
SR0000820,T0000820,906.73,2026-06-07
SR0000821,T0000821,60.25,2026-04-26
SR0000822,T0000822,51.28,2026-04-16
SR0000823,T0000823,140.95,2026-06-02
SR0000824,T0000824,713.44,2026-05-07
SR0000825,T0000825,272.63,2026-04-11
SR0000826,T0000826,1227.34,2026-05-15
SR0000827,T0000827,84.16,2026-06-14
SR0000828,T0000828,189.69,2026-06-23
SR0000829,T0000829,242.83,2026-06-07
SR0000830,T0000830,225.83,2026-06-17
SR0000831,T0000831,616.34,2026-05-19
SR0000832,T0000832,1531.44,2026-06-22
SR0000833,T0000833,118.94,2026-06-27
SR0000834,T0000834,141.2,2026-06-14
SR0000835,T0000835,410.77,2026-06-21
SR0000836,T0000836,432.09,2026-06-10
SR0000837,T0000837,1224.8,2026-04-30
SR0000838,T0000838,308.43,2026-05-24
SR0000839,T0000839,203.39,2026-06-13
SR0000840,T0000840,3132.48,2026-06-02
SR0000841,T0000841,429.6,2026-05-28
SR0000842,T0000842,737.43,2026-06-29
SR0000843,T0000843,29.72,2026-04-22
SR0000844,T0000844,223.05,2026-04-18
SR0000845,T0000845,1315.7,2026-04-19
SR0000846,T0000846,317.7,2026-04-18
SR0000847,T0000847,245.85,2026-04-14
SR0000848,T0000848,19.27,2026-05-29
SR0000849,T0000849,225.42,2026-04-22
SR0000850,T0000850,1561.97,2026-04-12
SR0000851,T0000851,275.27,2026-05-17
SR0000852,T0000852,529.14,2026-04-05
SR0000853,T0000853,173.33,2026-04-08
SR0000854,T0000854,171.17,2026-05-28
SR0000855,T0000855,295.3,2026-07-01
SR0000856,T0000856,548.49,2026-05-02
SR0000857,T0000857,809.28,2026-04-27
SR0000858,T0000858,736.35,2026-04-15
SR0000859,T0000859,171.01,2026-05-25
SR0000860,T0000860,365.76,2026-04-22
SR0000861,T0000861,46.14,2026-06-21
SR0000862,T0000862,389.8,2026-06-10
SR0000863,T0000863,16.51,2026-04-17
SR0000864,T0000864,32.74,2026-05-12
SR0000865,T0000865,360.56,2026-06-19
SR0000866,T0000866,576.43,2026-05-24
SR0000867,T0000867,49.9,2026-06-12
SR0000868,T0000868,590.69,2026-06-06
SR0000869,T0000869,215.41,2026-06-09
SR0000870,T0000870,1326.53,2026-05-06
SR0000871,T0000871,2081.79,2026-04-28
SR0000872,T0000872,11.85,2026-07-01
SR0000873,T0000873,3998.27,2026-06-13
SR0000874,T0000874,976.76,2026-06-17
SR0000875,T0000875,633.74,2026-06-20
SR0000876,T0000876,170.69,2026-06-22
SR0000877,T0000877,561.75,2026-05-06
SR0000878,T0000878,454.96,2026-04-03
SR0000879,T0000879,906.18,2026-05-17
SR0000880,T0000880,454.14,2026-06-18
SR0000881,T0000881,599.03,2026-04-16
SR0000882,T0000882,779.57,2026-04-18
SR0000883,T0000883,18.24,2026-04-07
SR0000884,T0000884,184.56,2026-04-15
SR0000885,T0000885,277.25,2026-06-05
SR0000886,T0000886,161.76,2026-05-17
SR0000887,T0000887,1337.67,2026-04-14
SR0000888,T0000888,2659.55,2026-06-27
SR0000889,T0000889,337.04,2026-05-23
SR0000890,T0000890,335.47,2026-04-24
SR0000891,T0000891,324.19,2026-04-30
SR0000892,T0000892,30.82,2026-05-09
SR0000893,T0000893,80.64,2026-04-24
SR0000894,T0000894,81.91,2026-05-05
SR0000895,T0000895,852.38,2026-05-06
SR0000896,T0000896,158.46,2026-05-12
SR0000897,T0000897,247.26,2026-04-30
SR0000898,T0000898,216.55,2026-06-01
SR0000899,T0000899,190.11,2026-06-08
SR0000900,T0000900,5118.9,2026-04-03
SR0000901,T0000901,317.97,2026-05-30
SR0000902,T0000902,1952.51,2026-04-30
SR0000903,T0000903,102.12,2026-05-27
SR0000904,T0000904,57.65,2026-04-29
SR0000905,T0000905,952.36,2026-06-07
SR0000906,T0000906,340.04,2026-05-13
SR0000907,T0000907,658.41,2026-05-23
SR0000908,T0000908,3413.61,2026-06-26
SR0000909,T0000909,354.59,2026-05-24
SR0000910,T0000910,471.9,2026-05-10
SR0000912,T0000912,328.75,2026-05-20
SR0000913,T0000913,394.56,2026-05-17
SR0000914,T0000914,540.25,2026-05-25
SR0000915,T0000915,408.81,2026-05-28
SR0000916,T0000916,31.03,2026-05-21
SR0000917,T0000917,2295.43,2026-06-19
SR0000918,T0000918,306.51,2026-04-16
SR0000920,T0000920,85.3,2026-04-15
SR0000921,T0000921,134.59,2026-06-15
SR0000922,T0000922,203.73,2026-04-15
SR0000923,T0000923,152.24,2026-04-04
SR0000924,T0000924,448.61,2026-05-11
SR0000925,T0000925,1245.99,2026-05-03
SR0000926,T0000926,1851.99,2026-04-25
SR0000927,T0000927,140.67,2026-06-01
SR0000928,T0000928,116.98,2026-06-07
SR0000929,T0000929,793.51,2026-05-26
SR0000930,T0000930,61.71,2026-06-18
SR0000931,T0000931,691.63,2026-06-11
SR0000932,T0000932,194.16,2026-05-06
SR0000933,T0000933,145.83,2026-05-15
SR0000934,T0000934,5.26,2026-04-11
SR0000935,T0000935,391.94,2026-06-02
SR0000936,T0000936,1386.64,2026-05-02
SR0000937,T0000937,51.48,2026-05-29
SR0000938,T0000938,401.71,2026-04-09
SR0000939,T0000939,544.2,2026-04-22
SR0000940,T0000940,129.16,2026-05-23
SR0000942,T0000942,948.66,2026-05-25
SR0000943,T0000943,349.37,2026-04-06
SR0000944,T0000944,586.68,2026-04-13
SR0000945,T0000945,187.68,2026-06-03
SR0000946,T0000946,843.1,2026-05-11
SR0000947,T0000947,24.56,2026-06-21
SR0000948,T0000948,794.86,2026-06-10
SR0000949,T0000949,1517.21,2026-05-06
SR0000950,T0000950,94.5,2026-06-28
SR0000951,T0000951,91.27,2026-06-08
SR0000952,T0000952,2605.61,2026-06-08
SR0000953,T0000953,464.23,2026-04-18
SR0000954,T0000954,32.06,2026-07-01
SR0000955,T0000955,198.96,2026-04-17
SR0000956,T0000956,24.28,2026-04-04
SR0000957,T0000957,197.5,2026-04-30
SR0000958,T0000958,259.81,2026-06-17
SR0000959,T0000959,637.86,2026-06-10
SR0000960,T0000960,281.67,2026-06-17
SR0000961,T0000961,2527.8,2026-04-18
SR0000962,T0000962,317.21,2026-04-27
SR0000963,T0000963,18.73,2026-06-22
SR0000964,T0000964,639.91,2026-04-07
SR0000965,T0000965,314.38,2026-06-28
SR0000966,T0000966,212.89,2026-06-16
SR0000967,T0000967,1184.85,2026-04-05
SR0000968,T0000968,867.38,2026-06-12
SR0000969,T0000969,80.7,2026-04-27
SR0000970,T0000970,395.22,2026-05-31
SR0000971,T0000971,2271.01,2026-05-25
SR0000972,T0000972,301.36,2026-05-18
SR0000973,T0000973,44.59,2026-05-20
SR0000974,T0000974,471.18,2026-06-25
SR0000975,T0000975,175.02,2026-06-18
SR0000976,T0000976,283.24,2026-06-28
SR0000977,T0000977,70.68,2026-04-16
SR0000978,T0000978,433.01,2026-07-01
SR0000979,T0000979,120.09,2026-04-19
SR0000980,T0000980,837.4,2026-04-03
SR0000981,T0000981,1791.76,2026-06-04
SR0000982,T0000982,351.07,2026-05-04
SR0000983,T0000983,71.45,2026-05-04
SR0000984,T0000984,94.02,2026-04-11
SR0000985,T0000985,346.62,2026-07-01
SR0000986,T0000986,422.79,2026-04-23
SR0000987,T0000987,129.39,2026-04-14
SR0000988,T0000988,204.24,2026-04-11
SR0000989,T0000989,609.78,2026-06-28
SR0000990,T0000990,1210.43,2026-05-27
SR0000991,T0000991,267.2,2026-04-21
SR0000992,T0000992,636.72,2026-04-20
SR0000993,T0000993,268.92,2026-06-03
SR0000994,T0000994,419.44,2026-04-05
SR0000995,T0000995,108.66,2026-05-19
SR0000996,T0000996,467.56,2026-05-16
SR0000997,T0000997,1832.54,2026-05-09
SR0000998,T0000998,451.84,2026-04-20
SR0000999,T0000999,486.52,2026-06-03
SR0001000,T0001000,77.74,2026-04-06
SR0001001,T0001001,436.08,2026-05-13
SR0001002,T0001002,15.24,2026-04-26
SR0001003,T0001003,675.5,2026-05-02
SR0001004,T0001004,2025.95,2026-07-01
SR0001005,T0001005,128.65,2026-04-18
SR0001006,T0001006,193.66,2026-04-21
SR0001007,T0001007,1030.86,2026-04-13
SR0001008,T0001008,85.51,2026-06-22
SR0001009,T0001009,520.85,2026-06-13
SR0001010,T0001010,94.55,2026-04-08
SR0001011,T0001011,603.28,2026-04-18
SR0001012,T0001012,192.5,2026-04-14
SR0001013,T0001013,5.72,2026-05-22
SR0001014,T0001014,62.14,2026-06-02
SR0001015,T0001015,237.26,2026-06-12
SR0001016,T0001016,3691.54,2026-05-05
SR0001017,T0001017,192.17,2026-06-08
SR0001018,T0001018,99.19,2026-04-05
SR0001019,T0001019,418.06,2026-04-05
SR0001020,T0001020,3.61,2026-06-02
SR0001021,T0001021,1611.43,2026-06-26
SR0001022,T0001022,640.99,2026-04-25
SR0001023,T0001023,133.32,2026-04-27
SR0001024,T0001024,743.95,2026-06-02
SR0001025,T0001025,412.38,2026-06-26
SR0001026,T0001026,224.48,2026-05-17
SR0001027,T0001027,581.25,2026-04-06
SR0001028,T0001028,239.21,2026-04-08
SR0001029,T0001029,342.71,2026-06-06
SR0001030,T0001030,588.62,2026-05-21
SR0001031,T0001031,159.55,2026-05-29
SR0001032,T0001032,226.62,2026-06-30
SR0001033,T0001033,52.64,2026-05-04
SR0001035,T0001035,25.04,2026-06-09
SR0001036,T0001036,450.46,2026-06-03
SR0001037,T0001037,174.18,2026-06-09
SR0001038,T0001038,52.05,2026-04-16
SR0001039,T0001039,157.83,2026-05-19
SR0001040,T0001040,61.27,2026-04-20
SR0001041,T0001041,349.57,2026-06-12
SR0001042,T0001042,1076.02,2026-04-23
SR0001043,T0001043,1734.24,2026-04-25
SR0001044,T0001044,217.8,2026-04-30
SR0001045,T0001045,211.12,2026-04-26
SR0001046,T0001046,21.61,2026-04-04
SR0001047,T0001047,34.95,2026-04-22
SR0001048,T0001048,1754.01,2026-06-06
SR0001049,T0001049,344.92,2026-06-02
SR0001050,T0001050,1303.92,2026-06-24
SR0001051,T0001051,19.32,2026-04-30
SR0001052,T0001052,243.15,2026-04-30
SR0001053,T0001053,23.84,2026-06-07
SR0001054,T0001054,12.97,2026-05-05
SR0001055,T0001055,77.23,2026-04-05
SR0001056,T0001056,3470.06,2026-05-29
SR0001057,T0001057,87.5,2026-04-05
SR0001058,T0001058,1558.99,2026-06-30
SR0001059,T0001059,188.48,2026-06-25
SR0001060,T0001060,1514.6,2026-05-29
SR0001061,T0001061,702.01,2026-04-26
SR0001062,T0001062,1712.03,2026-06-16
SR0001063,T0001063,138.83,2026-06-07
SR0001064,T0001064,392.82,2026-06-18
SR0001065,T0001065,319.82,2026-06-21
SR0001066,T0001066,9467.52,2026-04-13
SR0001067,T0001067,951.6,2026-06-14
SR0001068,T0001068,221.09,2026-05-17
SR0001069,T0001069,4659.17,2026-04-26
SR0001070,T0001070,5232.78,2026-05-16
SR0001071,T0001071,109.93,2026-05-30
SR0001072,T0001072,399.9,2026-06-19
SR0001073,T0001073,158.58,2026-04-10
SR0001074,T0001074,29.87,2026-04-08
SR0001075,T0001075,349.54,2026-05-22
SR0001076,T0001076,3.76,2026-05-29
SR0001077,T0001077,302.74,2026-05-06
SR0001078,T0001078,251.47,2026-05-10
SR0001079,T0001079,247.45,2026-06-28
SR0001080,T0001080,200.7,2026-06-24
SR0001081,T0001081,147.8,2026-06-22
SR0001082,T0001082,24.72,2026-05-14
SR0001083,T0001083,38.05,2026-04-22
SR0001084,T0001084,249.63,2026-06-24
SR0001085,T0001085,252.18,2026-05-10
SR0001086,T0001086,901.52,2026-05-23
SR0001087,T0001087,139.07,2026-06-16
SR0001088,T0001088,60.11,2026-04-14
SR0001089,T0001089,174.92,2026-06-04
SR0001090,T0001090,12.42,2026-06-27
SR0001091,T0001091,346.31,2026-05-31
SR0001092,T0001092,602.69,2026-05-27
SR0001093,T0001093,1717.76,2026-06-26
SR0001094,T0001094,397.98,2026-06-09
SR0001095,T0001095,55.7,2026-06-15
SR0001096,T0001096,102.58,2026-06-14
SR0001097,T0001097,208.85,2026-04-08
SR0001098,T0001098,100.9,2026-05-27
SR0001099,T0001099,52.24,2026-05-18
SR0001100,T0001100,115.43,2026-04-10
SR0001101,T0001101,1047.68,2026-06-18
SR0001102,T0001102,455.13,2026-05-21
SR0001103,T0001103,891.27,2026-06-12
SR0001104,T0001104,89.54,2026-05-07
SR0001105,T0001105,1842.48,2026-07-01
SR0001106,T0001106,438.65,2026-04-17
SR0001107,T0001107,474.78,2026-05-08
SR0001108,T0001108,249.49,2026-06-21
SR0001109,T0001109,8.44,2026-06-27
SR0001110,T0001110,1859.19,2026-06-01
SR0001111,T0001111,413.6,2026-05-13
SR0001112,T0001112,64.79,2026-06-28
SR0001113,T0001113,4902.01,2026-04-21
SR0001114,T0001114,276.9,2026-06-23
SR0001115,T0001115,160.2,2026-06-22
SR0001116,T0001116,68.77,2026-06-07
SR0001117,T0001117,111.63,2026-05-14
SR0001118,T0001118,28.39,2026-05-08
SR0001119,T0001119,144.37,2026-06-30
SR0001120,T0001120,225.8,2026-05-23
SR0001121,T0001121,586.08,2026-04-09
SR0001122,T0001122,21.11,2026-06-14
SR0001123,T0001123,87.45,2026-04-06
SR0001124,T0001124,47.88,2026-06-27
SR0001125,T0001125,957.42,2026-05-05
SR0001126,T0001126,693.22,2026-05-19
SR0001127,T0001127,18.61,2026-05-16
SR0001128,T0001128,183.36,2026-06-28
SR0001129,T0001129,1915.36,2026-05-19
SR0001130,T0001130,757.78,2026-06-15
SR0001131,T0001131,166.1,2026-06-10
SR0001132,T0001132,491.23,2026-06-26
SR0001133,T0001133,824.36,2026-06-14
SR0001134,T0001134,3189.0,2026-05-11
SR0001135,T0001135,147.13,2026-06-23
SR0001136,T0001136,1817.24,2026-06-18
SR0001137,T0001137,125.14,2026-06-24
SR0001138,T0001138,116.87,2026-05-29
SR0001139,T0001139,209.08,2026-05-17
SR0001140,T0001140,338.11,2026-06-12
SR0001141,T0001141,777.35,2026-05-11
SR0001142,T0001142,236.27,2026-04-12
SR0001143,T0001143,132.55,2026-05-03
SR0001144,T0001144,81.42,2026-05-05
SR0001145,T0001145,620.32,2026-06-09
SR0001146,T0001146,285.56,2026-05-25
SR0001147,T0001147,408.87,2026-05-13
SR0001148,T0001148,469.93,2026-04-19
SR0001149,T0001149,1905.29,2026-06-08
SR0001150,T0001150,1295.74,2026-04-19
SR0001151,T0001151,771.01,2026-06-20
SR0001152,T0001152,218.67,2026-04-28
SR0001153,T0001153,45.1,2026-04-19
SR0001154,T0001154,138.01,2026-05-17
SR0001155,T0001155,237.94,2026-05-18
SR0001156,T0001156,103.87,2026-05-16
SR0001157,T0001157,637.03,2026-05-15
SR0001158,T0001158,297.06,2026-04-20
SR0001159,T0001159,76.88,2026-04-21
SR0001160,T0001160,1815.1,2026-06-18
SR0001161,T0001161,501.87,2026-06-25
SR0001162,T0001162,311.5,2026-05-12
SR0001163,T0001163,1240.52,2026-05-27
SR0001164,T0001164,89.83,2026-04-09
SR0001165,T0001165,113.11,2026-06-12
SR0001166,T0001166,163.61,2026-04-18
SR0001167,T0001167,563.45,2026-04-21
SR0001168,T0001168,429.27,2026-05-23
SR0001169,T0001169,21573.67,2026-04-17
SR0001170,T0001170,69.61,2026-04-23
SR0001171,T0001171,305.4,2026-06-21
SR0001172,T0001172,186.45,2026-06-18
SR0001173,T0001173,502.47,2026-05-31
SR0001174,T0001174,911.18,2026-04-11
SR0001175,T0001175,374.76,2026-05-21
SR0001176,T0001176,453.14,2026-05-16
SR0001177,T0001177,163.52,2026-05-10
SR0001178,T0001178,2664.89,2026-04-21
SR0001179,T0001179,139.75,2026-04-28
SR0001180,T0001180,3.37,2026-05-15
SR0001181,T0001181,117.04,2026-05-24
SR0001182,T0001182,7599.19,2026-05-07
SR0001183,T0001183,51.63,2026-05-31
SR0001184,T0001184,530.69,2026-05-27
SR0001185,T0001185,88.44,2026-05-10
SR0001186,T0001186,518.93,2026-06-17
SR0001187,T0001187,1272.28,2026-05-21
SR0001188,T0001188,142.42,2026-05-16
SR0001189,T0001189,1622.54,2026-04-05
SR0001190,T0001190,1231.92,2026-04-04
SR0001191,T0001191,422.62,2026-06-20
SR0001192,T0001192,244.42,2026-06-29
SR0001193,T0001193,197.96,2026-04-19
SR0001194,T0001194,86.54,2026-05-31
SR0001195,T0001195,56.09,2026-06-10
SR0001196,T0001196,612.87,2026-06-23
SR0001197,T0001197,437.96,2026-07-01
SR0001198,T0001198,483.9,2026-05-01
SR0001199,T0001199,1111.12,2026-05-30
SR0001200,T0001200,261.74,2026-06-02
SR0001201,T0001201,1757.08,2026-05-14
SR0001202,T0001202,27.6,2026-04-04
SR0001203,T0001203,3345.83,2026-06-24
SR0001204,T0001204,258.85,2026-06-16
SR0001205,T0001205,100.84,2026-06-14
SR0001206,T0001206,231.07,2026-05-21
SR0001207,T0001207,2476.28,2026-04-25
SR0001208,T0001208,107.21,2026-04-04
SR0001209,T0001209,310.52,2026-05-02
SR0001210,T0001210,63.51,2026-06-14
SR0001211,T0001211,474.61,2026-04-27
SR0001212,T0001212,1562.12,2026-06-21
SR0001213,T0001213,404.22,2026-05-05
SR0001214,T0001214,162.92,2026-05-03
SR0001215,T0001215,152.51,2026-06-10
SR0001216,T0001216,316.54,2026-06-25
SR0001217,T0001217,582.23,2026-06-10
SR0001218,T0001218,913.46,2026-05-26
SR0001219,T0001219,63.0,2026-05-21
SR0001220,T0001220,137.21,2026-06-06
SR0001221,T0001221,2053.74,2026-04-13
SR0001222,T0001222,543.03,2026-05-19
SR0001223,T0001223,332.48,2026-05-31
SR0001224,T0001224,887.99,2026-06-23
SR0001225,T0001225,10.23,2026-05-10
SR0001227,T0001227,9274.75,2026-05-02
